,title,sentiment
3223,"The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken effect .",neutral
3224,"The contracts of the employees , 96 of whom are blue-collar workers , will be ended between March and August 2011 .",negative
3225,The current lay-offs are additional to the temporary lay-offs agreed in December 2008 and in May 2009 .,negative
3226,The CVs of the proposed members are available for viewing from 12 March 2008 onwards on the Internet at www.sampo.com/ir .,neutral
3227,The deal also includes a ten-year maintenance agreement .,neutral
3228,The deal includes an option for Cramo to buy out the minority stake in 2011 .,neutral
3229,"The deal includes the entire personnel of PlanMill Oy , who will transfer to the new company as so-called old employees .",neutral
3230,"The decision means temporary lay-offs of fixed duration at the company 's Nastola and Jyvaskyla units , in southern and central Finland , respectively .",negative
3231,"The decision of the French Court relates to the claims raised by twenty-one former Aspocomp S.A.S employees , the company said .",neutral
3232,The divested stake represented about 2.7 m shares in Okmetic 's capital .,neutral
3233,The dividends payable annually shall be deducted from the share subscription price .,neutral
3234,The duration of the contract is 37 months .,neutral
3235,The duration of the lay-offs per employee will vary from one to six weeks .,neutral
3236,The ECB can mainly target inflation .,neutral
3237,The Efore plant at Saarijarvi in central Finland is one of the largest employers in the region .,neutral
3238,The employee negotiations are to address measures needed to adjust the operations to the present production situation .,neutral
3239,The energy shot is packed in a 100-millilitre bag with a screw cap .,neutral
3240,"The engine has an electrical output of 18,321 kW , making it the largest gas powered generating set in the world .",neutral
3241,The Estonian parliament was set to vote on amendments to the excise duty law on Wednesday that would add 0.42 kroons to the price of a liter of diesel and 0.45 kroons to the price of a liter of gasoline from the start of 2010 .,neutral
3242,The executive group will participate in the adjustments with a fixed-term 5 % salary cut .,positive
3243,The exercise price of the option will be based on Safran Software Solutions ' license and maintenance sales as well as the result of the company .,neutral
3244,"The facility will be used to refinance Citycon 's existing credit facility , the company said .",neutral
3245,The fair value of CapMan Plc 's own investments on 30 September 2008 amounted to MEUR 59.8 .,neutral
3246,The financial details of the acquisition were not disclosed .,neutral
3247,The financial details of the transaction were not disclosed .,neutral
3248,The Financial Statements and Interim Reports will be released around at 9.00 a.m. ( Finnish time ) on the given dates .,neutral
3249,The financial statements release will be available after publishing on the Company 's internet pages at www.cargotec.com .,neutral
3250,The Finnish company has also reached arrangements regarding the working hours and annual holidays .,neutral
3251,The Finnish paints company acquired the remaining 49 pct that it did not own from Ukraine 's LGU for an undisclosed sum .,neutral
3252,"The Finnish real estate investment company Interavanti Oyj said on Monday ( 22 September ) that it has agreed to sell its 65 % ownership in the Finnish ticket service company Lippupiste Oy to CTS Eventim AG ( 56,1 % ) and to the managing director of Lippupiste Oy .",neutral
3253,"The firm is headquartered in Vantaa , southern Finland and has 16 employees .",neutral
3254,"The firm 's services include copying , printing , CAD-modelling , digital printing , scanning , SokoPro project bank and courier services .",neutral
3255,"The first four of the new shop-in-shops will be opened this spring : on Madison Avenue in New York as well as in Chicago , Los Angeles and San Francisco .",neutral
3256,The fixed acquisition price amounts to NOK 70 ( approximately EUR 8.7 ) million and additional price NOK 15 ( EUR 1.8 ) million at maximum .,neutral
3257,"The fixed-term contract of Mr. Jarmo Ukonaho , the current General Manager of Incap 's Indian operations , will finish by the end of the year .",neutral
3258,"The flagship will open this fall in Manhattan 's Flatiron District in the `` Toy Building , '' at 200 Fifth Avenue .",neutral
3259,The full MidnightTrader extended-hours trading analysis and news service is available in real-time through COMTEX .,neutral
3260,The full-function PC weighs 1.25 kilograms and measures slightly more than two centimeters thin .,neutral
3261,The government has instead proposed an exchange of the state 's stake in LMT to TeliaSonera 's stake in Lattelecom .,neutral
3262,The group reiterated its forecast that handset manufacturers will sell around 915 mln units this year globally .,neutral
3263,"The Group 's business sectors are Building Construction , Infrastructure Construction , Technical Building Services , and Building Products .",neutral
3264,The group said it intends to initiate within this year the process of buyout of minority shareholders of Ragutis with the aim of becoming the sole owner of the company .,neutral
3265,The GyPSii mobile social networking application is available in China with both Chinese and English language support .,neutral
3266,The handset maker did not disclose any financial details .,neutral
3267,"The hosting mobile terminal guides information flow between itself , the participating terminals , and optionally , with network servers that may assist the hosting mobile terminal .",neutral
3268,"The huge bridge girders will be delivered to the site from our plant in Ylivieska , Finland .",neutral
3269,The idea of saving electricity in data transfer is still a new one .,neutral
3270,The identity of the buyer is not yet known .,neutral
3271,The Insolvency Act regulates the amount of debt that borrowers are permitted to write off .,neutral
3272,The intent of the article was to focus attention on the fact that the development model that China had followed was very different than the model that India had followed .,neutral
3273,The investment would be some EUR5m .,neutral
3274,"The latest result included per-share charges of 5 cents for stock compensation , 1 cent for research and development and 1 cent for strategic investments .",neutral
3275,The lay-offs will start gradually and will last from one to six weeks .,neutral
3276,The machinery now ordered will be placed in a new mill with an annual production capacity of 40 000 m3 of overlaid birch plywood .,neutral
3277,"The major part of the deliveries include different AC and CXE amplifier solutions and products by Belgian DINH Telecom , a broadband solutions company acquired by Teleste in the spring of 2007 .",neutral
3278,"The major part of the deliveries include different AC and CXE amplifier solutions and products by DINH Telecom , a company acquired by Teleste last spring .",neutral
3279,"The market share of Volkswagen passenger cars in Finland was 10.1 percent , Audi had a market share of 3.1 percent and Seat 's share was 0.9 percent .",neutral
3280,"The market value of one crane is some USD6m , reported the Finnish news agency STT .",neutral
3281,"The markets are almost completely controlled by three banks : Nordea , OP Bank Group , and Sampo .",neutral
3282,"The maximum grade of the veneer yield is calculated , based on the dimensions and grades of the veneer products , as well as by iterating the places of the peeling axes and simulating the peeling process .",neutral
3283,"The maximum obligated total trades per day is ISK 400,000,000 market value .",neutral
3284,The medium-term operative targets of the company remain unchanged .,neutral
3285,The MET is located in the Central Business District ( CBD ) of Bangkok .,neutral
3286,The most significant challengers in the market are Logset and Sampo-Rosenlew .,neutral
3287,The name of the buyer was not disclosed .,neutral
